gene_name,bio_process,mol_func,syst_id,G0.05,G0.1,G0.15,G0.2,G0.25,G0.3,N0.05,N0.1,N0.15,N0.2,N0.25,N0.3,P0.05,P0.1,P0.15,P0.2,P0.25,P0.3,S0.05,S0.1,S0.15,S0.2,S0.25,S0.3,L0.05,L0.1,L0.15,L0.2,L0.25,L0.3,U0.05,U0.1,U0.15,U0.2,U0.25,U0.3
ARO2,aromatic amino acid family biosynthesis,chorismate synthase activity*,YGL148W,0.04,0.07,-0.21,-0.19,-0.18,0.01,-0.82,-0.95,-1.66,-1.41,-0.8,-0.27,-1.25,-0.8,-0.96,-0.88,-0.09,-0.31,-1.36,-1.33,-0.93,-0.89,-0.68,-0.67,-0.23,-0.07,0.03,-0.13,-0.38,-0.4,-2.24,-1.01,-0.5,-0.68,-0.6,-0.45
IZH3,lipid metabolism*,metal ion binding,YLR023C,-0.65,0.03,-0.3,-0.18,-0.11,-0.5,-0.97,-1.07,-1.19,-1.36,-1.17,-0.86,-2.02,-1.79,-1.85,-1.88,-1.38,-1.67,-2.9,-1.03,-1.28,-1.41,-1.26,-1.16,-0.41,0.02,-0.31,-0.48,-0.49,-0.78,-2.36,-0.66,-0.83,-0.68,-0.82,-0.75
PET112,protein biosynthesis*,molecular function unknown,YBL080C,-0.55,-0.41,-0.42,-0.03,-0.11,-0.1,0.01,-0.33,-0.82,-0.71,-0.75,-0.66,-1.07,-0.84,-0.9,-1.06,-0.84,-1.13,-1.02,-0.84,-0.81,-0.79,-0.76,-0.77,-0.47,-0.34,-0.22,-0.32,-0.17,-0.23,-1.34,-0.67,-0.44,-0.49,-0.54,-0.43
SSC1,protein folding*,ATPase activity*,YJR045C,-0.23,-0.77,-0.24,0.4,0.25,0.13,-0.6,-0.93,-1.98,-1.65,-1.2,-0.52,-1.1,-0.87,-1.22,-1.03,-0.75,-0.92,-1.15,-1.31,-1.09,-0.9,-0.94,-0.7,-0.09,-0.22,-0.34,-0.57,-0.18,-0.31,-1.33,-0.46,-0.08,-0.54,-0.36,-0.23
MAL33,"regulation of transcription, DNA-dependent*",transcription factor activity,YBR297W,-0.69,-0.33,-0.1,0.24,0.3,0.11,-1.54,-1.27,-0.97,-0.94,-0.72,-0.76,-1.55,-1.44,-1.55,-1.2,-1.2,-1.05,-1.33,-0.98,-0.85,-0.63,-0.5,-0.5,-0.48,0.08,-0.29,-0.23,-0.49,-0.78,-2.06,-1.13,-0.77,-0.65,-0.66,-0.52
CBP2,Group I intron splicing,"RNA splicing factor activity, transesterification mechanism",YHL038C,-0.14,-0.26,-0.15,0.11,0.12,-0.01,-0.55,-0.69,-0.61,-0.45,-0.26,-0.39,-0.8,-0.86,-0.61,-0.86,-0.63,-0.65,-0.49,-0.57,-0.39,-0.51,-0.16,-0.35,-0.36,0.02,-0.09,0.07,0.11,-0.07,-1.66,-0.81,-0.35,-0.27,-0.53,-0.39
IFM1,translational initiation,RNA binding*,YOL023W,-0.61,-0.55,-0.27,0.06,0.14,0.17,-0.81,-0.82,-0.2,-0.17,-0.04,-0.49,-0.88,-0.99,-0.65,-1.04,-0.77,-0.88,-0.7,-0.44,-0.47,-0.48,-0.22,-0.69,-0.78,-0.47,-0.28,-0.25,-0.12,-0.11,-1.13,-0.82,-0.28,-0.3,-0.58,-0.71
NAM9,protein biosynthesis,structural constituent of ribosome,YNL137C,-0.73,-0.56,-0.26,0.08,0.01,-0.04,-0.99,-0.85,-0.26,0.04,-0.15,-0.51,-0.93,-0.81,-0.34,-0.62,-0.43,-0.89,-1.17,-0.68,-0.52,-0.65,-0.27,-0.64,-0.7,-0.19,-0.37,-0.24,-0.03,-0.12,-1.49,-0.66,-0.21,-0.21,-0.64,-0.43
PNT1,inner mitochondrial membrane organization and biogenesis,molecular function unknown,YOR266W,-0.8,-0.66,-0.51,-0.31,-0.01,0.13,-1.68,-1.37,-0.38,-0.32,-0.21,-0.49,-0.81,-0.87,-0.67,-0.81,-0.55,-0.85,-0.89,-0.7,-0.3,-0.57,-0.36,-0.71,-1.14,-0.41,-0.28,-0.14,-0.08,-0.04,-1.68,-0.95,-0.46,-0.32,-0.55,-0.4
RIM2,mitochondrial genome maintenance,transporter activity,YBR192W,-0.81,-0.83,-0.62,-0.26,-0.04,0.18,-0.96,-0.84,-0.33,-0.22,-0.18,-0.3,-1.09,-1.1,-0.69,-0.64,-0.3,-0.46,-0.88,-0.82,-0.7,-0.64,-0.38,-0.53,-0.75,-0.28,-0.36,-0.34,-0.14,-0.05,-1.06,-1.04,-0.39,-0.47,-0.42,-0.38
FUN30,chromosome organization and biogenesis (sensu Eukaryota),molecular function unknown,YAL019W,-0.44,-0.56,-0.37,-0.39,-0.08,-0.14,-0.32,-0.59,-0.56,-0.37,0.05,-0.05,-0.79,-0.64,-0.39,-0.42,-0.4,-0.15,-0.96,-0.89,-0.45,-0.5,-0.33,-0.34,-0.26,-0.36,-0.32,-0.39,-0.1,-0.19,-1.18,-0.79,-0.08,-0.27,-0.15,-0.16
STE23,proteolysis and peptidolysis*,metallopeptidase activity,YLR389C,-0.66,-0.72,-0.61,-0.24,-0.11,-0.16,-0.31,-0.3,-0.67,-0.55,-0.45,0.11,-0.64,-0.65,-0.55,-0.43,-0.07,-0.34,-1.25,-0.84,-0.56,-0.59,-0.45,-0.52,-0.5,-0.39,-0.07,-0.15,0.08,-0.02,-1.48,-0.56,-0.23,-0.43,-0.38,0.15
RGD1,osmosensory signaling pathway,Rho GTPase activator activity,YBR260C,-0.64,-0.63,-0.45,-0.28,-0.29,-0.21,-0.33,-0.46,-0.39,-0.53,-0.22,-0.11,-0.38,-0.41,-0.31,-0.23,-0.1,-0.17,-0.86,-0.66,-0.21,-0.21,-0.14,-0.15,-0.36,-0.09,0.01,-0.02,-0.2,0.05,-0.88,-0.25,-0.25,-0.25,-0.1,-0.13
STM1,telomere maintenance*,DNA binding*,YLR150W,-0.57,-0.89,-0.32,-0.25,-0.35,-0.28,-0.46,-0.63,-0.68,-0.72,-0.41,-0.46,-0.83,-0.6,-0.05,-0.33,0.01,-0.31,-0.85,-0.98,-0.68,-0.59,-0.41,-0.69,-0.65,-0.43,-0.09,-0.17,-0.25,-0.16,-0.89,-0.4,-0.39,-0.27,-0.57,-0.34
,biological process unknown,S-adenosylmethionine-dependent methyltransferase activity,YBR261C,-0.54,-0.38,-0.56,-0.51,-0.33,0.07,-0.46,-0.5,-0.68,-1.14,-0.47,-0.21,-0.82,-0.82,-0.93,-0.95,-0.83,-0.26,-0.23,-0.84,-0.53,-0.52,-0.45,-0.46,-0.34,-0.14,-0.05,-0.07,-0.32,-0.05,-0.49,-0.74,-0.38,-0.34,-0.35,-0.19
,aerobic respiration,amidase activity,YMR293C,-0.24,-0.14,-0.19,0.05,0.24,0.34,-0.44,-0.46,-0.38,-0.23,-0.13,-0.01,-0.5,-0.57,-0.55,-0.62,-0.49,-0.37,-0.7,-0.58,-0.42,-0.4,-0.29,-0.25,-0.26,-0.14,0.09,0.08,0.08,0.17,-0.37,-0.34,-0.12,-0.14,-0.22,-0.06
IMD2,GTP biosynthesis,IMP dehydrogenase activity,YHR216W,-0.56,0.09,-1.03,-0.72,-0.4,-0.23,-2.55,-2.34,-2.53,-2.12,-0.89,-0.3,-4.01,-3.2,-2.94,-2.72,-1.53,-1.28,-2.81,-2.95,-2.6,-2.22,-2.03,-1.28,-0.66,0.04,0.7,0.65,0.62,0.24,-1.89,-1.82,-0.69,-0.05,-0.32,0.26
BNA6,NAD biosynthesis,nicotinate-nucleotide diphosphorylase (carboxylating) activity,YFR047C,-0.51,-0.11,-0.62,-0.42,-0.27,-0.34,-1.08,-0.85,-1.07,-0.53,-0.75,-0.44,-1.47,-1.26,-1.07,-0.68,-0.66,-0.57,-1.31,-0.58,-0.56,-0.41,-0.5,-0.21,-0.14,0.23,0.24,0.2,0.02,-0.32,-0.68,-0.11,-0.27,-0.17,-0.27,-0.28
PBS2,protein amino acid phosphorylation*,MAP kinase kinase activity*,YJL128C,-0.31,-0.45,-0.05,-0.06,-0.1,-0.24,-0.08,-0.47,-0.69,-0.58,-0.22,-0.16,-0.5,-0.51,-0.41,-0.28,-0.26,-0.44,-0.58,-0.59,-0.42,-0.28,-0.3,-0.16,-0.12,-0.21,-0.01,-0.14,-0.14,-0.16,-0.35,0.03,-0.02,-0.23,-0.05,0
ORC2,DNA replication initiation*,DNA replication origin binding,YBR060C,-0.62,-0.47,-0.25,-0.32,0.01,0.04,-0.68,-0.61,-0.46,-0.53,-0.14,0.05,-0.18,-0.25,-0.4,-0.26,-0.24,0.02,-1.19,-0.63,-0.32,-0.26,-0.21,-0.26,-0.35,-0.19,-0.05,0.02,0.04,0.11,-0.35,-0.67,-0.26,-0.09,-0.06,-0.04
HXK2,replicative cell aging*,hexokinase activity,YGL253W,-1.58,-1.37,-0.91,-0.44,0.06,0.03,-0.71,-0.6,-1,-0.31,-0.47,-0.05,-0.64,-0.35,-0.44,-0.53,0.11,0.13,-2.36,-1.83,-1.45,-1.16,-0.96,-0.84,-0.28,0.07,0.21,-0.11,-0.01,0,-1,-0.45,-0.14,-0.03,-0.09,0.03
PRT1,translational initiation,translation initiation factor activity,YOR361C,-0.63,-0.63,-0.05,0.04,0.02,-0.03,-0.52,-0.48,-0.51,-0.4,-0.23,-0.01,-0.33,-0.49,-0.17,-0.38,-0.1,-0.01,-1.34,-0.97,-0.36,-0.35,-0.18,-0.36,-0.12,-0.23,-0.03,-0.11,0.01,0.21,-0.62,-0.26,-0.03,0.04,-0.04,0.12
PIN4,G2/M transition of mitotic cell cycle*,molecular function unknown,YBL051C,-0.71,-0.77,-0.27,0.16,0.14,-0.12,-0.14,-0.21,-0.93,-0.84,-0.62,0.04,-0.56,-0.45,-0.51,-0.29,-0.24,-0.17,-1,-0.84,-0.64,-0.6,-0.74,-0.52,-0.39,-0.38,-0.3,-0.38,-0.16,0.09,-0.75,-0.42,-0.07,-0.2,0.03,0.01
FRS2,phenylalanyl-tRNA aminoacylation,phenylalanine-tRNA ligase activity,YFL022C,-0.86,-1.06,-0.46,-0.16,0.1,0.21,-0.67,-0.62,-1.42,-0.96,-0.42,0.28,-0.85,-0.62,-0.75,-0.58,-0.03,0.1,-1.8,-1.34,-0.83,-0.54,-0.62,-0.38,-0.16,-0.5,0.09,-0.08,-0.05,0.05,-0.71,-0.51,-0.03,-0.15,0,0.18
MRS3,RNA splicing*,iron ion transporter activity*,YJL133W,-0.73,-0.79,-0.59,-0.25,0.05,0.23,-0.63,-0.31,-0.95,-0.61,-0.55,0.19,-0.57,-0.49,-0.5,-0.5,-0.04,0.14,-0.85,-0.95,-0.76,-0.49,-0.61,-0.21,-0.36,-0.14,-0.14,0.02,-0.15,0.19,-0.53,-0.47,-0.14,-0.2,0.16,0.51
,biological process unknown,molecular function unknown,YAR075W,-2.14,-2.21,-2.05,-1.46,-0.69,-0.27,-2.94,-2.54,-2.29,-1.55,-0.49,-0.15,-3.77,-2.56,-2.09,-1.76,-0.73,-0.38,NA,-4.53,-3.49,-2.92,-2.36,-1.55,-0.9,0.15,1.41,1.19,0.94,0.39,-4.19,-1.66,-0.67,0.29,-0.07,0.15
NOG1,ribosome-nucleus export,GTPase activity,YPL093W,-0.73,-0.68,-0.21,-0.21,-0.06,0.05,-0.6,-0.47,-0.65,-0.75,-0.38,0.03,-0.46,-0.35,-0.26,-0.26,0.25,-0.02,-0.04,-0.42,-0.3,-0.22,-0.17,-0.23,-0.41,-0.51,0.01,-0.14,0.03,0.03,-0.92,-0.52,-0.13,-0.23,-0.07,0.15
TUB3,mitotic sister chromatid segregation*,structural constituent of cytoskeleton,YML124C,-1.14,-0.9,-0.88,-0.51,-0.23,-0.12,-0.28,-0.7,-1.45,-1.18,-0.68,-0.03,-0.94,-0.57,-0.48,-0.37,0.26,0.19,-0.79,-0.81,-0.44,-0.53,-0.4,-0.55,-0.66,-0.32,0.15,0.09,0.07,-0.01,-1.33,-0.92,-0.26,-0.27,-0.43,-0.12
YHP1,negative regulation of transcription from RNA polymerase II promoter*,DNA binding*,YDR451C,-1.1,-0.76,-0.87,-0.71,0.01,-0.11,-0.3,-0.03,-0.89,-0.4,-0.09,0.02,-0.83,-0.36,-0.23,-0.32,0.06,0.05,-0.94,-0.73,-0.66,-0.57,-0.36,-0.3,-0.68,-0.69,0.03,0.01,-0.02,-0.04,-0.66,-0.39,-0.24,-0.01,-0.11,-0.01
RPC53,transcription from RNA polymerase III promoter,DNA-directed RNA polymerase activity,YDL150W,-0.97,-0.93,-0.59,-0.45,-0.13,-0.15,-0.05,-0.31,-1.35,-0.57,-0.17,0.01,-0.89,-0.74,-0.53,-0.57,-0.34,-0.32,-0.58,-1.17,-0.55,-0.58,-0.51,-0.57,-0.74,-0.77,-0.32,-0.31,-0.01,-0.05,-0.7,-0.64,-0.16,-0.23,-0.14,0
RNH201,DNA replication,ribonuclease H activity,YNL072W,-0.82,-0.62,-0.65,-0.25,0.09,0.15,-0.01,-0.24,-0.88,-0.71,-0.33,-0.11,-0.41,-0.23,-0.23,-0.29,0.05,0.11,-0.52,-0.76,-0.39,-0.43,-0.35,-0.21,-0.79,-1.06,-0.07,-0.14,-0.06,-0.02,-0.17,-0.72,-0.34,-0.26,-0.44,0
PUF4,"mRNA catabolism, deadenylylation-dependent decay*",mRNA binding,YGL014W,-0.36,-0.46,-0.25,-0.07,0.03,0.06,-0.05,0.06,-0.42,-0.59,-0.4,0.06,-0.62,-0.31,-0.34,-0.15,-0.22,0.18,-0.77,-0.73,-0.48,-0.42,-0.64,-0.27,-0.52,-0.65,-0.39,-0.55,-0.29,-0.22,-0.57,-0.44,-0.26,-0.43,-0.08,-0.04
MNL1,ER-associated protein catabolism,carbohydrate binding,YHR204W,-0.8,-0.78,-0.63,-0.45,-0.03,0.1,-0.31,-0.05,-0.84,-0.83,-0.73,-0.06,-0.46,-0.41,-0.46,-0.06,-0.15,0.39,-0.51,-0.92,-0.71,-0.52,-0.66,-0.25,-0.48,-0.44,-0.36,-0.38,-0.25,-0.27,-0.45,-0.63,-0.4,-0.75,-0.23,0.06
HSL7,regulation of progression through cell cycle*,protein-arginine N-methyltransferase activity,YBR133C,-0.56,-0.42,-0.23,-0.02,-0.07,-0.05,-0.08,-0.04,-0.37,-0.61,-0.33,0.09,-0.21,-0.34,-0.66,-0.39,-0.31,-0.02,-0.38,-0.36,-0.51,-0.35,-0.46,-0.24,-0.38,-0.3,-0.13,-0.09,-0.07,-0.2,-0.58,-0.56,-0.53,-0.54,-0.33,-0.12
,biological process unknown,molecular function unknown,YOR091W,-0.7,-0.84,-0.52,-0.49,-0.48,-0.24,-0.19,-0.54,-1.14,-1.15,-0.6,-0.3,-0.8,-0.37,-1.44,-0.56,-0.1,-0.35,-0.27,-1.07,-0.87,-0.82,-0.7,-0.92,-0.96,-0.89,-0.91,-0.61,-0.45,-0.31,-0.72,-0.95,-0.4,-0.5,-0.55,-0.41
,biological process unknown,molecular function unknown,YLR091W,-0.61,-0.29,-0.22,-0.27,-0.43,-0.43,-0.15,-0.14,-0.64,-0.67,-0.54,-0.36,-0.76,-0.71,-0.59,-0.7,-0.05,-0.2,NA,-0.53,-0.21,-0.42,-0.37,NA,-0.58,-0.59,-0.33,-0.46,-0.37,-0.45,NA,-0.31,-0.44,-0.48,-0.56,-0.16
SMF2,manganese ion transport,"di-, tri-valent inorganic cation transporter activity*",YHR050W,-0.72,-0.56,-0.39,-0.15,-0.39,-0.58,0.15,0.12,-1.09,-0.69,-0.98,-0.47,-1,-0.86,-0.98,-0.81,-0.57,-0.39,-0.68,-0.34,-0.55,-0.48,-0.73,-0.33,-0.43,-0.32,-0.35,-0.22,-0.21,-0.52,-0.26,-0.49,-0.65,-0.81,-0.67,-0.38
MSL5,"nuclear mRNA splicing, via spliceosome",RNA binding,YLR116W,-0.03,-0.51,0.01,0.12,-0.12,-0.38,1.01,0.77,-0.54,-0.73,-0.75,-0.23,-1.23,-0.94,-1.16,-0.92,-0.91,-0.66,-0.66,-0.24,-0.78,-0.54,-0.71,-0.26,-0.48,-0.79,-0.36,-0.38,-0.25,-0.29,0.4,-0.03,0.04,-0.3,0.03,-0.06
SLM3,protein biosynthesis*,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity,YDL033C,-0.55,-0.52,-0.28,0.04,0.05,0.16,0.42,0.34,-0.76,-0.7,-0.71,-0.09,-0.84,-0.74,-0.78,-0.89,-0.73,-0.56,-0.14,-0.48,-0.45,-0.52,-0.71,-0.54,-0.36,-0.41,-0.32,-0.26,-0.31,-0.14,0.12,-0.83,-0.56,-0.47,-0.51,-0.14
SPE2,pantothenate biosynthesis*,adenosylmethionine decarboxylase activity,YOL052C,-0.43,-0.53,-0.41,-0.1,0.07,0.2,0.5,-0.01,-1.03,-0.99,-0.86,0.22,-0.91,-0.84,-0.81,-0.57,-0.21,-0.43,-0.57,-0.6,-0.91,-0.63,-0.69,-0.47,-0.91,-0.77,-0.33,-0.36,-0.12,-0.22,-0.97,-0.76,-0.42,-0.67,-0.61,-0.2
HEM1,heme biosynthesis,5-aminolevulinate synthase activity,YDR232W,0.09,-0.21,0.05,0.23,0.17,-0.19,0.59,0.49,-1.32,-0.92,-1.22,-0.63,-1.81,-1.29,-1.25,-1.06,-0.81,-0.92,-0.93,-0.22,-1.05,-0.81,-1.13,-0.61,-0.67,-0.65,-0.32,-0.34,-0.24,-0.45,-0.4,-0.61,-0.62,-0.73,-0.42,-0.3
COX19,cytochrome c oxidase complex assembly*,metal ion transporter activity,YLL018C-A,-0.19,-0.2,0.45,0.53,0.02,-0.2,0.41,0.2,-0.86,-1.1,-0.78,-0.33,-1.51,-1.33,-0.93,-1.13,-0.81,-1.04,NA,-0.75,-0.97,-0.68,-0.79,-0.49,-0.49,-0.36,-0.2,-0.41,-0.24,-0.34,-0.31,-0.1,-0.08,-0.46,-0.27,-0.17
DAT1,negative regulation of transcription from RNA polymerase II promoter,AT DNA binding,YML113W,-0.17,-0.3,-0.16,0.03,0.08,0.11,0.32,0.15,-0.68,-0.87,-0.34,0.04,-0.9,-0.7,-0.56,-0.67,-0.38,-0.34,-0.47,-0.65,-0.47,-0.39,-0.45,-0.15,-0.37,-0.25,-0.13,-0.13,0.03,-0.02,-0.04,-0.1,0.09,-0.19,-0.05,0.34
PAN1,endocytosis*,"protein binding, bridging",YIR006C,-0.26,-0.54,0.08,0.14,0.08,-0.09,0.54,0.31,-0.93,-0.97,-0.64,0,-1.26,-1.13,-0.99,-0.64,-0.45,-0.29,-0.62,-0.31,-0.65,-0.45,-0.69,-0.5,-0.41,-0.52,-0.13,-0.24,0.02,-0.15,-0.11,0.22,0.2,-0.19,-0.01,0.09
NPL3,mRNA-nucleus export,mRNA binding*,YDR432W,-0.58,-0.65,0.22,0.33,0.35,0.19,0.55,0.26,-1.33,-1.09,-0.55,0.33,-2.62,-2.11,-1.68,-1.23,-0.67,-0.38,-1.66,-1.07,-1.32,-1.12,-1.1,-0.67,-0.95,-1.15,-0.49,-0.4,0.03,0.04,-1.22,-0.61,0.07,-0.4,0.05,0.3
ERV46,ER to Golgi transport,molecular function unknown,YAL042W,-0.31,-0.32,-0.18,-0.1,-0.07,0.02,0.46,0.4,-0.76,-0.66,-0.59,0.07,-1.15,-0.67,-0.82,-0.62,-0.22,-0.07,-0.41,-0.53,-0.55,-0.39,-0.59,-0.23,-0.29,-0.38,-0.04,-0.07,0.05,-0.07,-0.51,-0.27,-0.23,-0.32,-0.21,0.04
CYC3,cytochrome c-heme linkage,holocytochrome-c synthase activity,YAL039C,-0.91,-0.74,-0.12,0.19,0.08,-0.16,0.71,0.14,-1.42,-1.08,-0.62,-0.13,-1.4,-1.31,-1.01,-0.98,-0.42,-0.59,-0.93,-1.47,-1.51,-1.28,-1.18,-1,-0.43,-1.99,-0.29,-0.5,-0.32,-0.53,-0.27,-0.52,-0.22,-0.56,-0.54,-0.35
SEC16,vesicle-mediated transport*,structural molecule activity,YPL085W,-0.28,-0.44,0.09,0.04,0.07,-0.01,0.04,-0.38,-0.94,-0.93,-0.45,-0.12,-0.62,-0.58,-0.66,-1.23,-0.41,-0.43,-0.97,-0.78,-0.66,-0.65,-0.64,-0.45,-0.17,-0.71,-0.19,-0.32,0,-0.06,-0.47,-0.5,-0.23,-0.35,-0.17,-0.03
NUP42,mRNA-nucleus export*,structural molecule activity,YDR192C,-0.38,-0.71,-0.45,-0.17,-0.11,-0.2,0.01,-0.33,-0.9,-0.69,-0.5,-0.19,-0.61,-0.52,-0.56,-0.65,-0.27,-0.31,-0.68,-0.93,-0.46,-0.41,-0.38,-0.55,-0.27,-0.31,-0.04,-0.17,-0.12,0.04,-0.25,-0.31,-0.18,-0.1,0,-0.03
MKK1,protein amino acid phosphorylation*,MAP kinase kinase activity,YOR231W,-0.18,-0.47,-0.45,-0.25,-0.08,-0.08,0.18,-0.26,-0.83,-0.65,-0.43,-0.05,-0.63,-0.56,-0.66,-0.4,-0.28,-0.08,-1.02,-0.81,-0.61,-0.58,-0.6,-0.43,-0.02,-0.3,-0.17,-0.2,-0.18,-0.08,-0.14,-0.27,-0.23,-0.15,-0.11,-0.12
PTA1,mRNA polyadenylylation*,RNA binding,YAL043C,-0.44,-0.63,-0.23,-0.12,-0.06,-0.11,0.19,0.01,-1.14,-1.06,-0.76,0.06,-1.29,-0.85,-1.17,-0.75,-0.68,-0.39,-0.84,-1.03,-0.83,-0.57,-0.97,-0.48,-0.22,-0.62,-0.36,-0.39,-0.16,-0.46,-0.35,-0.72,-0.37,-0.48,-0.28,-0.12
ANP1,protein amino acid N-linked glycosylation,mannosyltransferase activity*,YEL036C,-0.19,-0.48,-0.29,-0.28,-0.07,-0.17,0.33,-0.19,-1.05,-1.12,-0.6,-0.36,-0.53,-0.52,-0.82,-0.57,-0.54,-0.26,-0.59,-0.79,-0.78,-0.66,-0.68,-0.48,-0.2,-0.57,-0.27,-0.32,-0.28,-0.35,0.23,-0.41,-0.15,-0.37,-0.1,-0.11
YCK1,protein amino acid phosphorylation*,casein kinase I activity,YHR135C,-0.1,-0.4,0.01,0.05,0.1,-0.12,0.47,0.09,-1.03,-0.78,-0.4,-0.12,-0.36,-0.6,-0.73,-0.71,-0.66,-0.73,-0.4,-0.65,-0.64,-0.65,-0.66,-0.6,-0.24,-0.3,-0.1,-0.23,-0.1,-0.17,-0.27,-0.34,-0.13,-0.26,-0.15,-0.12
PCT1,phosphatidylcholine biosynthesis*,choline-phosphate cytidylyltransferase activity,YGR202C,0.09,-0.36,-0.02,0.01,0.07,0.19,0.42,0.14,-0.68,-0.82,-0.4,-0.04,-0.74,-0.83,-0.8,-0.9,-0.71,-0.51,-0.54,-0.8,-0.98,-0.83,-0.73,-0.58,-0.11,-0.37,-0.11,-0.29,-0.05,0,-0.35,-0.24,-0.09,-0.11,-0.13,-0.08
SIS2,G1/S transition of mitotic cell cycle*,phosphopantothenoylcysteine decarboxylase activity*,YKR072C,0.16,-0.16,0.14,0.11,0.01,0.03,0.54,-0.04,-1.19,-1.19,-0.73,-0.28,-0.65,-0.56,-0.56,-0.59,-0.33,-0.57,-0.82,-0.9,-1.22,-0.98,-0.9,-0.7,-0.07,-0.27,-0.22,-0.31,-0.01,-0.15,-0.57,-0.56,-0.04,-0.33,-0.23,-0.05
ILV6,branched chain family amino acid biosynthesis,enzyme regulator activity*,YCL009C,0.23,-0.06,0,0.19,0.01,-0.12,0.07,0.26,-1.19,-0.87,-0.66,0.04,-1.41,-1.29,-1.48,-1.13,-0.75,-0.67,-0.69,-0.71,-0.93,-0.47,-0.64,-0.28,-0.02,-0.28,-0.1,-0.13,-0.19,-0.6,-0.94,-0.73,-0.43,-0.73,-0.16,-0.08
,lipid metabolism*,aminopeptidase activity*,YNL045W,0.31,-0.2,0.14,0.34,0.35,0.2,0.13,0.12,-0.79,-0.55,-0.68,-0.13,-0.93,-0.81,-0.95,-1.01,-0.78,-0.39,-0.9,-0.51,-0.48,-0.27,-0.48,-0.16,-0.11,-0.25,-0.12,-0.03,-0.01,-0.03,-0.38,-0.02,-0.12,-0.35,0.05,0.06
TKL1,pentose-phosphate shunt,transketolase activity,YPR074C,0.13,-0.42,-0.21,0.24,-0.05,-0.02,0.19,0.41,-0.96,-0.76,-0.73,-0.28,-1.14,-1.12,-0.93,-1.36,-0.79,-0.52,-1.23,-0.48,-0.82,-0.31,-0.62,-0.24,-0.31,-0.43,-0.06,0.01,-0.18,-0.24,0.12,0.37,0.08,-0.07,0.43,0.36
SKG3,biological process unknown,molecular function unknown,YLR187W,-0.17,-0.59,-0.06,0.07,0.08,-0.17,0.37,0.16,-0.43,-0.66,-0.46,0.03,-0.83,-0.72,-0.69,-0.71,-0.41,-0.32,-1.09,-0.55,-0.43,-0.34,-0.47,-0.23,-0.12,-0.28,-0.21,-0.24,-0.22,-0.13,0.3,0.2,-0.1,-0.38,0.02,-0.03
HST3,chromatin silencing at telomere*,DNA binding,YOR025W,-0.12,-0.2,-0.02,0.11,0.1,0,0.28,0.22,-0.47,-0.39,-0.18,-0.08,-0.54,-0.55,-0.44,-0.34,-0.31,-0.61,-0.71,-0.4,-0.7,-0.41,-0.29,-0.14,-0.39,-0.34,0.31,0.07,0.02,-0.1,-0.11,-0.26,-0.23,0.02,-0.05,-0.03
RSC1,chromatin remodeling,molecular function unknown,YGR056W,-0.46,-0.47,0.1,0.06,-0.01,-0.13,0.18,-0.41,-1.26,-0.84,-0.42,-0.04,-0.39,-0.47,-0.56,-0.38,-0.49,-0.61,-0.42,-0.51,-0.31,-0.44,-0.53,-0.22,-0.09,-0.36,-0.27,-0.49,-0.14,-0.28,-0.69,-0.72,-0.42,-0.3,-0.45,-0.07
TAF4,transcription from RNA polymerase II promoter,RNA polymerase II transcription factor activity,YMR005W,-0.22,-0.33,-0.13,-0.01,-0.11,-0.05,-0.2,-0.25,-0.35,-0.26,-0.27,-0.1,-0.23,-0.17,-0.18,-0.21,0.01,-0.62,-0.29,-0.47,-0.18,-0.21,-0.12,-0.19,-0.19,-0.14,-0.05,-0.29,-0.11,-0.05,-0.52,-0.09,-0.06,0.02,-0.06,-0.05
PEX2,peroxisome organization and biogenesis,protein binding,YJL210W,0.35,0.17,-0.04,0.22,-0.34,-0.53,-0.6,-0.3,-0.71,-0.75,-0.95,-0.57,-0.87,-0.76,-0.48,-0.43,-0.5,-0.95,-0.75,-0.91,-1.69,-1.23,-1.37,-0.62,-0.52,-0.49,-0.46,-0.34,-0.35,-0.43,-0.22,-0.31,-0.42,-0.57,-0.3,-0.11
CAF4,"regulation of transcription, DNA-dependent",protein binding,YKR036C,0.6,0.34,0.32,0.08,-0.15,0.08,-0.01,-0.16,-0.34,-0.31,-0.36,-0.23,-0.47,-0.62,-0.53,-1.32,-0.47,-0.65,-0.21,-0.71,-0.43,-0.5,-0.29,-0.57,0.31,0.3,-0.04,0.06,0.06,-0.14,-0.32,-0.4,-0.21,-0.08,-0.24,-0.15
ATO3,transport*,transporter activity,YDR384C,2.27,1.72,0.94,-0.06,-0.4,-0.16,-1.2,-0.83,-1.54,-1.56,-1.43,-0.94,-2.61,-2.37,-2.52,-2.67,-2.05,-2.09,-2.2,-2.25,-2.94,-2.42,-2.2,-1.85,-1.39,-0.33,-0.18,0.03,0.14,-0.2,-1.97,-2.41,-2.03,-0.45,-1.09,-0.32
,,,YOR203W,0.59,0.52,-0.35,-0.22,0.04,0.45,-0.81,-0.43,-0.99,-0.63,-0.07,0.9,-2.22,-2.3,-1.91,-1.87,-0.7,0.33,-1.42,-1.42,-1.02,-0.58,-0.64,0.2,0.29,0.35,-0.05,0.31,0.01,-0.24,-1.64,-1.06,-0.34,-0.39,0.16,0.39
